,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,is_para,xiuzheng
1280,5.28,234.5,8,19586.229,ABCDEE+宋体,10.56,0,char,24,10.56,0,1,220.34,tbl,TRUE,5.28,316.85,416.23,609.291,619.851,,
1281,5.28,234.5,8,19586.229,ABCDEE+宋体,10.56,0,char,24,10.56,0,0,220.34,tbl,TRUE,5.28,416.23,503.26,609.291,619.851,,
1282,10.56,248.54,9,19600.389,ABCDEE+宋体,10.56,0,char,24,10.56,0,华夏银行股份有限公司 ,234.5,tbl,TRUE,10.56,84.504,230.09,595.131,605.691,,
1283,5.28,248.54,9,19600.389,ABCDEE+宋体,10.56,0,char,24,10.56,0,0.2,234.5,tbl,TRUE,5.28,230.09,316.85,595.131,605.691,,
1284,5.28,248.54,9,19600.389,ABCDEE+宋体,10.56,0,char,24,10.56,0,0.2,234.5,tbl,TRUE,5.28,316.85,416.23,595.131,605.691,,
1285,5.28,248.54,9,19600.389,ABCDEE+宋体,10.56,0,char,24,10.56,0,0,234.5,tbl,TRUE,5.28,416.23,503.26,595.131,605.691,,
1286,10.56,262.7,10,19614.549,ABCDEE+宋体,10.56,0,char,24,10.56,0,富滇银行股份有限公司 ,248.54,tbl,TRUE,10.56,84.504,230.09,580.971,591.531,,
1287,5.28,262.7,10,19614.549,ABCDEE+宋体,10.56,0,char,24,10.56,0,2.5,248.54,tbl,TRUE,5.28,230.09,316.85,580.971,591.531,,
1288,5.28,262.7,10,19614.549,ABCDEE+宋体,10.56,0,char,24,10.56,0,2.5,248.54,tbl,TRUE,5.28,316.85,416.23,580.971,591.531,,
1289,5.28,262.7,10,19614.549,ABCDEE+宋体,10.56,0,char,24,10.56,0,0,248.54,tbl,TRUE,5.28,416.23,503.26,580.971,591.531,,
1290,10.56,276.86,11,19628.589,ABCDEE+宋体,10.56,0,char,24,10.56,0,合计 ,262.7,tbl,TRUE,10.56,84.504,230.09,566.931,577.491,,
1291,5.28,276.86,11,19628.589,ABCDEE+宋体,10.56,0,char,24,10.56,0,38.31,262.7,tbl,TRUE,5.28,230.09,316.85,566.931,577.491,,
1292,5.28,276.86,11,19628.589,ABCDEE+宋体,10.56,0,char,24,10.56,0,- ,262.7,tbl,TRUE,5.28,316.85,416.23,566.931,577.491,,
1293,5.28,276.86,11,19628.589,ABCDEE+宋体,10.56,0,char,24,10.56,0,9.99,262.7,tbl,TRUE,5.28,416.23,503.26,566.931,577.491,,
1294,5.354,302.019,12,19655.619,ABCDEE+Calibri,10.56,0,char,24,10.56,0,上年末银行授信总额度：36.73亿元，本报告期末银行授信总额度38.31亿元，本报告期银,291.459,para,TRUE,5.354,89.904,432.19,538.75,550.461,1,
1295,10.56,315.579,13,19669.179,ABCDEE+宋体,10.56,0,char,24,10.56,0,行授信额度变化情况：2.38亿元,305.019,para,TRUE,10.56,89.904,226.85,525.19,535.75,0,
1296,5.354,336.41,14,19690.01,ABCDEE+Calibri,10.56,0,char,24,10.56,0,3.截至报告期末已获批尚未发行的债券或债务融资工具发行额度：,325.85,para,TRUE,5.354,89.904,95.258,505.51,516.07,1,0
1297,5.354,355.25,15,19708.85,ABCDEE+Calibri,10.56,0,char,24,10.56,0,0,344.69,para,TRUE,5.354,89.904,95.258,486.67,497.23,0,
1298,10.56,373.659,16,19727.259,ABCDEE+宋体,10.56,0,char,24,10.56,0,七、 利润及其他损益来源情况,363.099,para,TRUE,10.56,89.904,100.464,468.261,478.821,0,
1299,2.387,393.219,17,19746.819,ABCDEE+Calibri,10.56,0,char,24,10.56,0,单位：亿元   币种：人民币,382.659,para,TRUE,2.387,374.23,453.07,447.55,458.11,0,
1300,10.56,412.899,18,19766.499,ABCDEE+宋体,10.56,0,char,24,10.56,0,报告期利润总额：1.54亿元,402.339,para,TRUE,10.56,89.904,205.82,427.87,438.43,0,
1301,10.56,432.459,19,19786.059,ABCDEE+宋体,10.56,0,char,24,10.56,0,报告期非经常性损益总额：0.29亿元,421.899,para,TRUE,10.56,89.904,247.85,408.31,418.87,0,
1302,10.56,452.139,20,19805.739,ABCDEE+宋体,10.56,0,char,24,10.56,0,报告期公司利润构成或利润来源的重大变化源自非主要经营业务：□适用 √不适用,441.579,para,TRUE,10.56,89.904,100.464,388.63,399.19,1,0
1303,10.56,471.699,21,19825.299,ABCDEE+宋体,10.56,0,char,24,10.56,0,八、 报告期内经营性活动现金流的来源及可持续性,461.139,para,TRUE,10.56,89.904,100.464,370.221,380.781,0,
1304,5.354,491.399,22,19844.999,ABCDEE+Calibri,10.56,0,char,24,10.56,0,收到“其他与经营活动有关的现金”超过经营活动现金流入50%,480.839,para,TRUE,5.354,89.904,371.064,349.37,361.081,1,0
1305,10.56,510.959,23,19864.559,ABCDEE+宋体,10.56,0,char,24,10.56,0,√是 □否,500.399,para,TRUE,10.56,89.904,100.464,329.81,340.37,0,
1306,10.56,530.639,24,19884.239,ABCDEE+宋体,10.56,0,char,24,10.56,0,收到“其他与经营活动有关的现金”的构成、性质、来源及其可持续性：,520.079,para,TRUE,10.56,89.904,100.464,310.13,320.69,1,0
1307,10.56,550.199,25,19903.799,ABCDEE+宋体,10.56,0,char,24,10.56,0,主要是收到往来款产生，具有一定的可持续性。,539.639,para,TRUE,10.56,89.904,100.464,290.57,301.13,0,
1308,10.56,588.599,26,19942.199,ABCDEE+宋体,10.56,0,char,24,10.56,0,九、 对外担保情况,578.039,para,TRUE,10.56,89.904,100.464,253.321,263.881,0,
1309,5.354,608.279,27,19961.879,"ABCDEE+Calibri,Bold",10.56,0,char,24,10.56,0,（一）对外担保的增减变动情况及余额超过报告期末净资产30%的情况,597.719,para,TRUE,5.354,89.904,372.024,232.49,244.201,0,
1310,2.387,624.839,28,19978.439,ABCDEE+Calibri,10.56,0,char,24,10.56,0,单位：亿元   币种：人民币,614.279,para,TRUE,2.387,374.23,453.07,215.93,226.49,0,
1311,10.56,644.519,29,19998.119,ABCDEE+宋体,10.56,0,char,24,10.56,0,报告期末对外担保的余额：6.37亿元,633.959,para,TRUE,10.56,89.904,250.25,197.401,207.961,0,
1312,10.56,664.109,30,20017.709,ABCDEE+宋体,10.56,0,char,24,10.56,0,公司报告期对外担保的增减变动情况：-0.1亿元,653.549,para,TRUE,10.56,89.904,302.69,177.811,188.371,0,
1313,5.354,683.789,31,20037.389,ABCDEE+Calibri,10.56,0,char,24,10.56,0,尚未履行及未履行完毕的对外担保总额是否超过报告期末净资产30%：□是 √否,673.229,para,TRUE,5.354,89.904,392.064,156.98,168.691,1,0
1314,10.56,723.029,32,20076.629,ABCDEE+宋体,10.56,0,char,24,10.56,0,（二）对外担保是否存在风险情况,712.469,para,TRUE,10.56,89.904,100.464,117.74,128.3,0,
1315,10.56,742.589,33,20096.189,ABCDEE+宋体,10.56,0,char,24,10.56,0,□适用 √不适用,732.029,para,TRUE,10.56,89.904,100.464,99.331,109.891,0,
1316,12,85.692,0,20279.772,ABCDEE+宋体,12,0,char,25,12,0,第五节 重大事项,73.692,para,TRUE,12,252.53,264.53,756.228,768.228,0,
1317,10.56,133.509,1,20329.029,ABCDEE+宋体,10.56,0,char,25,10.56,0,一、 关于重大诉讼、仲裁或受到重大行政处罚的事项,122.949,para,TRUE,10.56,89.904,100.464,708.411,718.971,0,
1318,10.56,153.189,2,20348.709,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,142.629,para,TRUE,10.56,89.904,100.464,687.58,698.14,0,
1319,10.56,172.749,3,20368.269,ABCDEE+宋体,10.56,0,char,25,10.56,0,二、 关于破产相关事项,162.189,para,TRUE,10.56,89.904,100.464,669.171,679.731,0,
1320,10.56,192.429,4,20387.949,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,181.869,para,TRUE,10.56,89.904,100.464,648.34,658.9,0,
1321,10.56,211.989,5,20407.509,ABCDEE+宋体,10.56,0,char,25,10.56,0,三、 关于被司法机关调查、被采取强制措施或被列为失信被执行人等事项,201.429,para,TRUE,10.56,89.904,100.464,629.931,640.491,1,0
1322,10.56,231.669,6,20427.189,ABCDEE+宋体,10.56,0,char,25,10.56,0,（一）发行人及其董监高被调查或被采取强制措施,221.109,para,TRUE,10.56,89.904,100.464,609.1,619.66,0,
1323,10.56,251.229,7,20446.749,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,240.669,para,TRUE,10.56,89.904,100.464,589.54,600.1,0,
1324,10.56,270.909,8,20466.429,ABCDEE+宋体,10.56,0,char,25,10.56,0,（二）控股股东/实际控制人被调查、被采取强制措施或被列为失信被执行人,260.349,para,TRUE,10.56,89.904,100.464,569.86,580.42,1,0
1325,10.56,290.499,9,20486.019,ABCDEE+宋体,10.56,0,char,25,10.56,0,报告期内发行人的控股股东、实际控制人涉嫌犯罪被司法机关立案调查或被采取强制措施,279.939,para,TRUE,10.56,89.904,100.464,551.421,561.981,1,
1326,10.56,304.179,10,20499.699,ABCDEE+宋体,10.56,0,char,25,10.56,0,：□是 √否,293.619,para,TRUE,10.56,89.904,100.464,536.59,547.15,0,
1327,10.56,323.739,11,20519.259,ABCDEE+宋体,10.56,0,char,25,10.56,0,报告期内发行人的控股股东、实际控制人被列为失信被执行人或发生其他重大负面不利变,313.179,para,TRUE,10.56,89.904,100.464,518.181,528.741,1,
1328,10.56,337.419,12,20532.939,ABCDEE+宋体,10.56,0,char,25,10.56,0,化等情形：□是 √否,326.859,para,TRUE,10.56,89.904,100.464,503.35,513.91,0,
1329,10.56,356.979,13,20552.499,ABCDEE+宋体,10.56,0,char,25,10.56,0,四、 其他重大事项的信息披露情况,346.419,para,TRUE,10.56,89.904,100.464,484.941,495.501,0,
1330,10.56,376.659,14,20572.179,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,366.099,para,TRUE,10.56,89.904,100.464,464.11,474.67,0,
1331,12,422.702,15,20616.782,ABCDEE+宋体,12,0,char,25,12,0,第六节 特定品种债券应当披露的其他事项,410.702,para,TRUE,12,186.26,198.26,419.218,431.218,0,
1332,10.56,470.499,16,20666.019,ABCDEE+宋体,10.56,0,char,25,10.56,0,一、发行人为可交换债券发行人,459.939,para,TRUE,10.56,89.904,100.464,371.421,381.981,0,
1333,10.56,490.199,17,20685.719,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,479.639,para,TRUE,10.56,89.904,100.464,350.57,361.13,0,
1334,10.56,528.599,18,20724.119,ABCDEE+宋体,10.56,0,char,25,10.56,0,二、发行人为非上市公司非公开发行可转换公司债券发行人,518.039,para,TRUE,10.56,89.904,100.464,313.321,323.881,0,
1335,10.56,548.159,19,20743.679,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,537.599,para,TRUE,10.56,89.904,100.464,293.761,304.321,0,
1336,10.56,567.839,20,20763.359,ABCDEE+宋体,10.56,0,char,25,10.56,0,三、发行人为一带一路/绿色/扶贫/纾困公司债券发行人,557.279,para,TRUE,10.56,89.904,100.464,274.081,284.641,0,
1337,10.56,587.399,21,20782.919,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,576.839,para,TRUE,10.56,89.904,100.464,254.521,265.081,0,
1338,10.56,607.079,22,20802.599,ABCDEE+宋体,10.56,0,char,25,10.56,0,四、发行人为可续期公司债券发行人,596.519,para,TRUE,10.56,89.904,100.464,234.841,245.401,0,
1339,10.56,626.639,23,20822.159,ABCDEE+宋体,10.56,0,char,25,10.56,0,□适用 √不适用,616.079,para,TRUE,10.56,89.904,100.464,215.281,225.841,0,
1340,10.56,646.319,24,20841.839,ABCDEE+宋体,10.56,0,char,25,10.56,0,五、其他特定品种债券事项,635.759,para,TRUE,10.56,89.904,100.464,195.601,206.161,0,
1341,10.56,665.909,25,20861.429,ABCDEE+宋体,10.56,0,char,25,10.56,0,无,655.349,para,TRUE,10.56,89.904,100.464,174.86,185.42,0,
1342,12,712.072,26,20906.152,ABCDEE+宋体,12,0,char,25,12,0,第七节 发行人认为应当披露的其他事项,700.072,para,TRUE,12,192.26,204.26,129.848,141.848,0,
1343,10.56,759.865,27,20955.385,ABCDEE+宋体,10.56,0,char,25,10.56,0,无,749.305,para,TRUE,10.56,89.904,100.464,82.055,92.615,0,
1344,12,85.692,0,21963.612,ABCDEE+宋体,12,0,char,27,12,0,第八节 备查文件目录,73.692,para,TRUE,12,240.53,252.53,756.228,768.228,0,
1345,10.56,133.509,1,22012.869,ABCDEE+宋体,10.56,0,char,27,10.56,0,一、载有公司负责人、主管会计工作负责人、会计机构负责人（会计主管人员）签,122.949,para,TRUE,10.56,119.18,129.74,708.411,718.971,1,
1346,10.56,154.029,2,22033.389,ABCDEE+宋体,10.56,0,char,27,10.56,0,名并盖章的财务报表；,143.469,para,TRUE,10.56,89.904,100.464,687.891,698.451,0,
1347,10.56,174.429,3,22053.789,ABCDEE+宋体,10.56,0,char,27,10.56,0,二、载有会计师事务所盖章、注册会计师签名并盖章的审计报告原件（如有）；,163.869,para,TRUE,10.56,119.18,129.74,667.491,678.051,0,
1348,10.56,194.829,4,22074.189,ABCDEE+宋体,10.56,0,char,27,10.56,0,三、报告期内在中国证监会指定网站上公开披露过的所有公司文件的正本及公告的,184.269,para,TRUE,10.56,119.18,129.74,647.091,657.651,1,
1349,10.56,215.229,5,22094.589,ABCDEE+宋体,10.56,0,char,27,10.56,0,原稿；,204.669,para,TRUE,10.56,89.904,100.464,626.691,637.251,0,
1350,10.56,235.629,6,22114.989,ABCDEE+宋体,10.56,0,char,27,10.56,0,四、按照境内外其他监管机构、交易场所等的要求公开披露的年度报告、年度财务,225.069,para,TRUE,10.56,119.18,129.74,606.291,616.851,1,
1351,10.56,256.149,7,22135.509,ABCDEE+宋体,10.56,0,char,27,10.56,0,信息。,245.589,para,TRUE,10.56,89.904,100.464,585.771,596.331,0,
1352,5.28,296.979,8,22176.339,ABCDEE+宋体,10.56,0,char,27,10.56,0,(以下无正文),286.419,para,TRUE,5.28,119.18,124.46,544.941,555.501,0,
1353,6,89.652,0,23651.412,ABCDEE+宋体,12,0,char,29,12,0,财务报表,77.652,para,TRUE,6,267.53,273.53,752.268,764.268,0,
1354,12,121.112,1,23682.872,ABCDEE+宋体,12,0,char,29,12,0,附件一： 发行人财务报表,109.112,para,TRUE,12,90.024,165.02,720.808,732.808,0,
1355,10.56,136.149,2,23699.349,ABCDEE+宋体,10.56,0,char,29,10.56,0,合并资产负债表,125.589,para,TRUE,10.56,260.81,271.37,704.62,715.18,0,
1356,5.354,150.669,3,23713.869,ABCDEE+Calibri,10.56,0,char,29,10.56,0,2020年12月31日,140.109,para,TRUE,5.354,254.09,341.45,690.1,701.811,0,
1357,10.56,165.309,4,23728.509,ABCDEE+宋体,10.56,0,char,29,10.56,0,编制单位: 开远市兴远开发投资集团有限公司,154.749,para,TRUE,10.56,90.024,150.74,675.46,686.02,0,
1358,2.387,180.909,5,23744.109,ABCDEE+Calibri,10.56,0,char,29,10.56,0,单位:元  币种:人民币,170.349,para,TRUE,2.387,405.31,460.75,659.86,670.42,0,
1359,10.56,200.18,6,23760.549,ABCDEE+宋体,10.56,0,char,29,10.56,0,项目 ,183.74,tbl,TRUE,10.56,84.624,241.13,643.42,653.98,,
1360,10.56,200.18,6,23760.549,"ABCDEE+Calibri,Bold",10.56,0,char,29,10.56,0,2020年12月31日,183.74,tbl,TRUE,5.354,241.13,379.03,643.42,655.131,,
1361,10.56,200.18,6,23760.549,"ABCDEE+Calibri,Bold",10.56,0,char,29,10.56,0,2019年12月31日,183.74,tbl,TRUE,5.354,379.03,510.34,643.42,655.131,,
1362,10.56,216.5,7,23776.869,ABCDEE+宋体,10.56,0,char,29,10.56,0,流动资产： ,200.18,tbl,TRUE,10.56,84.624,241.13,627.1,637.66,,
1363,2.387,216.5,7,23777.78,"ABCDEE+Calibri,Bold",10.56,0,char,29,10.56,0, ,200.18,tbl,TRUE,2.387,241.13,379.03,627.34,637.9,,
1364,2.387,216.5,7,23777.78,"ABCDEE+Calibri,Bold",10.56,0,char,29,10.56,0, ,200.18,tbl,TRUE,2.387,379.03,510.34,627.34,637.9,,
1365,10.56,232.82,8,23793.189,ABCDEE+宋体,10.56,0,char,29,10.56,0,货币资金 ,216.5,tbl,TRUE,10.56,84.624,241.13,610.78,621.34,,
1366,5.354,232.82,8,23794.1,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"471,487,358.30",216.5,tbl,TRUE,5.354,241.13,379.03,611.02,621.58,,
1367,5.354,232.82,8,23794.1,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"1,021,840,980.42",216.5,tbl,TRUE,5.354,379.03,510.34,611.02,621.58,,
1368,10.56,249.14,9,23809.509,ABCDEE+宋体,10.56,0,char,29,10.56,0,结算备付金 ,232.82,tbl,TRUE,10.56,84.624,241.13,594.46,605.02,,
1369,2.387,249.14,9,23810.42,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,232.82,tbl,TRUE,2.387,241.13,379.03,594.7,605.26,,
1370,2.387,249.14,9,23810.42,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,232.82,tbl,TRUE,2.387,379.03,510.34,594.7,605.26,,
1371,10.56,265.58,10,23825.949,ABCDEE+宋体,10.56,0,char,29,10.56,0,拆出资金 ,249.14,tbl,TRUE,10.56,84.624,241.13,578.02,588.58,,
1372,2.387,265.58,10,23826.86,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,249.14,tbl,TRUE,2.387,241.13,379.03,578.26,588.82,,
1373,2.387,265.58,10,23826.86,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,249.14,tbl,TRUE,2.387,379.03,510.34,578.26,588.82,,
1374,10.56,281.9,11,23842.269,ABCDEE+宋体,10.56,0,char,29,10.56,0,交易性金融资产 ,265.58,tbl,TRUE,10.56,84.624,241.13,561.7,572.26,,
1375,2.387,281.9,11,23843.18,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,265.58,tbl,TRUE,2.387,241.13,379.03,561.94,572.5,,
1376,2.387,281.9,11,23843.18,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,265.58,tbl,TRUE,2.387,379.03,510.34,561.94,572.5,,
1377,10.56,313.85,12,23858.619,ABCDEE+宋体,10.56,0,char,29,10.56,0,以公允价值计量且其变动计入当期损益的金融资产 ,281.9,tbl,TRUE,10.56,84.624,241.13,529.75,557.061,,
1378,2.387,313.85,12,23859.53,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,281.9,tbl,TRUE,2.387,241.13,379.03,545.59,556.15,,
1379,2.387,313.85,12,23859.53,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,281.9,tbl,TRUE,2.387,379.03,510.34,545.59,556.15,,
1380,10.56,330.17,13,23890.539,ABCDEE+宋体,10.56,0,char,29,10.56,0,衍生金融资产 ,313.85,tbl,TRUE,10.56,84.624,241.13,513.43,523.99,,
1381,2.387,330.17,13,23891.45,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,313.85,tbl,TRUE,2.387,241.13,379.03,513.67,524.23,,
1382,2.387,330.17,13,23891.45,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,313.85,tbl,TRUE,2.387,379.03,510.34,513.67,524.23,,
1383,10.56,346.61,14,23906.979,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收票据 ,330.17,tbl,TRUE,10.56,84.624,241.13,496.99,507.55,,
1384,2.387,346.61,14,23907.89,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,330.17,tbl,TRUE,2.387,241.13,379.03,497.23,507.79,,
1385,2.387,346.61,14,23907.89,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,330.17,tbl,TRUE,2.387,379.03,510.34,497.23,507.79,,
1386,10.56,362.93,15,23923.299,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收账款 ,346.61,tbl,TRUE,10.56,84.624,241.13,480.67,491.23,,
1387,5.354,362.93,15,23924.21,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"920,374,925.51",346.61,tbl,TRUE,5.354,241.13,379.03,480.91,491.47,,
1388,5.354,362.93,15,23924.21,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"810,224,912.03",346.61,tbl,TRUE,5.354,379.03,510.34,480.91,491.47,,
1389,10.56,379.25,16,23939.619,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收款项融资 ,362.93,tbl,TRUE,10.56,84.624,241.13,464.35,474.91,,
1390,2.387,379.25,16,23940.53,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,362.93,tbl,TRUE,2.387,241.13,379.03,464.59,475.15,,
1391,2.387,379.25,16,23940.53,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,362.93,tbl,TRUE,2.387,379.03,510.34,464.59,475.15,,
1392,10.56,395.57,17,23955.939,ABCDEE+宋体,10.56,0,char,29,10.56,0,预付款项 ,379.25,tbl,TRUE,10.56,84.624,241.13,448.03,458.59,,
1393,5.354,395.57,17,23956.85,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"14,596,062.76",379.25,tbl,TRUE,5.354,241.13,379.03,448.27,458.83,,
1394,5.354,395.57,17,23956.85,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"17,319,841.54",379.25,tbl,TRUE,5.354,379.03,510.34,448.27,458.83,,
1395,10.56,412.01,18,23972.379,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收保费 ,395.57,tbl,TRUE,10.56,84.624,241.13,431.59,442.15,,
1396,2.387,412.01,18,23973.29,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,395.57,tbl,TRUE,2.387,241.13,379.03,431.83,442.39,,
1397,2.387,412.01,18,23973.29,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,395.57,tbl,TRUE,2.387,379.03,510.34,431.83,442.39,,
1398,10.56,428.33,19,23988.699,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收分保账款 ,412.01,tbl,TRUE,10.56,84.624,241.13,415.27,425.83,,
1399,2.387,428.33,19,23989.61,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,412.01,tbl,TRUE,2.387,241.13,379.03,415.51,426.07,,
1400,2.387,428.33,19,23989.61,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,412.01,tbl,TRUE,2.387,379.03,510.34,415.51,426.07,,
1401,10.56,444.65,20,24005.019,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收分保合同准备金 ,428.33,tbl,TRUE,10.56,84.624,241.13,398.95,409.51,,
1402,2.387,444.65,20,24005.93,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,428.33,tbl,TRUE,2.387,241.13,379.03,399.19,409.75,,
1403,2.387,444.65,20,24005.93,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,428.33,tbl,TRUE,2.387,379.03,510.34,399.19,409.75,,
1404,10.56,460.97,21,24021.339,ABCDEE+宋体,10.56,0,char,29,10.56,0,其他应收款 ,444.65,tbl,TRUE,10.56,84.624,241.13,382.63,393.19,,
1405,5.354,460.97,21,24022.25,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"1,193,781,951.49",444.65,tbl,TRUE,5.354,241.13,379.03,382.87,393.43,,
1406,5.354,460.97,21,24022.25,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"796,807,625.04",444.65,tbl,TRUE,5.354,379.03,510.34,382.87,393.43,,
1407,10.56,477.43,22,24037.799,ABCDEE+宋体,10.56,0,char,29,10.56,0,其中：应收利息 ,460.97,tbl,TRUE,10.56,84.624,241.13,366.17,376.73,,
1408,2.387,477.43,22,24038.71,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,460.97,tbl,TRUE,2.387,241.13,379.03,366.41,376.97,,
1409,2.387,477.43,22,24038.71,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,460.97,tbl,TRUE,2.387,379.03,510.34,366.41,376.97,,
1410,10.56,493.75,23,24054.119,ABCDEE+宋体,10.56,0,char,29,10.56,0,应收股利 ,477.43,tbl,TRUE,10.56,84.624,241.13,349.85,360.41,,
1411,2.387,493.75,23,24055.03,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,477.43,tbl,TRUE,2.387,241.13,379.03,350.09,360.65,,
1412,2.387,493.75,23,24055.03,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,477.43,tbl,TRUE,2.387,379.03,510.34,350.09,360.65,,
1413,10.56,510.07,24,24070.439,ABCDEE+宋体,10.56,0,char,29,10.56,0,买入返售金融资产 ,493.75,tbl,TRUE,10.56,84.624,241.13,333.53,344.09,,
1414,2.387,510.07,24,24071.35,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,493.75,tbl,TRUE,2.387,241.13,379.03,333.77,344.33,,
1415,2.387,510.07,24,24071.35,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,493.75,tbl,TRUE,2.387,379.03,510.34,333.77,344.33,,
1416,10.56,526.39,25,24086.759,ABCDEE+宋体,10.56,0,char,29,10.56,0,存货 ,510.07,tbl,TRUE,10.56,84.624,241.13,317.21,327.77,,
1417,5.354,526.39,25,24087.67,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"7,118,024,193.62",510.07,tbl,TRUE,5.354,241.13,379.03,317.45,328.01,,
1418,5.354,526.39,25,24087.67,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"7,196,297,960.44",510.07,tbl,TRUE,5.354,379.03,510.34,317.45,328.01,,
1419,10.56,542.83,26,24103.199,ABCDEE+宋体,10.56,0,char,29,10.56,0,合同资产 ,526.39,tbl,TRUE,10.56,84.624,241.13,300.77,311.33,,
1420,2.387,542.83,26,24104.11,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,526.39,tbl,TRUE,2.387,241.13,379.03,301.01,311.57,,
1421,2.387,542.83,26,24104.11,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,526.39,tbl,TRUE,2.387,379.03,510.34,301.01,311.57,,
1422,10.56,559.15,27,24119.519,ABCDEE+宋体,10.56,0,char,29,10.56,0,持有待售资产 ,542.83,tbl,TRUE,10.56,84.624,241.13,284.45,295.01,,
1423,2.387,559.15,27,24120.43,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,542.83,tbl,TRUE,2.387,241.13,379.03,284.69,295.25,,
1424,2.387,559.15,27,24120.43,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,542.83,tbl,TRUE,2.387,379.03,510.34,284.69,295.25,,
1425,10.56,575.47,28,24135.839,ABCDEE+宋体,10.56,0,char,29,10.56,0,一年内到期的非流动资产 ,559.15,tbl,TRUE,10.56,84.624,241.13,268.13,278.69,,
1426,2.387,575.47,28,24136.75,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,559.15,tbl,TRUE,2.387,241.13,379.03,268.37,278.93,,
1427,2.387,575.47,28,24136.75,ABCDEE+Calibri,10.56,0,char,29,10.56,0, ,559.15,tbl,TRUE,2.387,379.03,510.34,268.37,278.93,,
1428,10.56,591.79,29,24152.159,ABCDEE+宋体,10.56,0,char,29,10.56,0,其他流动资产 ,575.47,tbl,TRUE,10.56,84.624,241.13,251.81,262.37,,
1429,5.354,591.79,29,24153.07,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"128,322,085.14",575.47,tbl,TRUE,5.354,241.13,379.03,252.05,262.61,,
1430,5.354,591.79,29,24153.07,ABCDEE+Calibri,10.56,0,char,29,10.56,0,"8,543,575.20",575.47,tbl,TRUE,5.354,379.03,510.34,252.05,262.61,,
1431,10.56,608.23,30,24168.599,ABCDEE+宋体,10.56,0,char,29,10.56,0,流动资产合计 ,591.79,tbl,TRUE,10.56,84.624,241.13,235.37,245.93,,
